-1.500000000000000000e+01 4.090000000000000000e+02 4.186343698710872019e+01
-1.469696969696969724e+01 3.919109274563820691e+02 4.535744278575664978e+00
-1.439393939393939448e+01 3.751891643709825530e+02 3.084040778160164820e+01
-1.409090909090908994e+01 3.588347107438016224e+02 4.463923357232141598e+01
-1.378787878787878718e+01 3.428475665748392771e+02 2.594476247552041315e+00
-1.348484848484848442e+01 3.272277318640955173e+02 4.911861908027637469e+01
-1.318181818181818166e+01 3.119752066115702291e+02 1.159846402212873429e+01
-1.287878787878787890e+01 2.970899908172635833e+02 2.550299820438516818e+01
-1.257575757575757613e+01 2.825720844811754091e+02 4.665457131352303577e+01
-1.227272727272727337e+01 2.684214876033058204e+02 4.436919456075166579e+00
-1.196969696969696884e+01 2.546382001836546749e+02 3.473908439571687978e+01
-1.166666666666666607e+01 2.412222222222221717e+02 3.469591514519832742e+01
-1.136363636363636331e+01 2.281735537190082539e+02 1.952571474793390749e+01
-1.106060606060606055e+01 2.154921946740128362e+02 4.764398640757011805e+01
-1.075757575757575779e+01 2.031781450872360040e+02 4.649567447608451687e+01
-1.045454545454545325e+01 1.912314049586776150e+02 1.714775025262667185e+01
-1.015151515151515227e+01 1.796519742883379536e+02 1.101212707228080312e+01
-9.848484848484847731e+00 1.684398530762167070e+02 3.781732253090006424e+01
-9.545454545454544970e+00 1.575950413223140458e+02 4.862499896214178108e+00
-9.242424242424242209e+00 1.471175390266299416e+02 1.208085194861955358e+01
-8.939393939393939448e+00 1.370073461891643660e+02 6.372722831260857035e+00
-8.636363636363636687e+00 1.272644628099173758e+02 1.925331102766952851e+00
-8.333333333333332149e+00 1.178888888888888573e+02 4.050833067464076009e+01
-8.030303030303031164e+00 1.088806244260790095e+02 2.379451521463868957e+01
-7.727272727272726627e+00 1.002396694214875765e+02 1.126897449830983078e+01
-7.424242424242423866e+00 9.196602387511478582e+01 4.953431526807994256e-01
-7.121212121212121104e+00 8.405968778696050947e+01 3.102628374760775287e+01
-6.818181818181818343e+00 7.652066115702480431e+01 1.595937763297531831e+01
-6.515151515151515582e+00 6.934894398530762771e+01 2.564960483112851364e+01
-6.212121212121211045e+00 6.254453627180897257e+01 1.991019804613736710e+01
-5.909090909090908283e+00 5.610743801652890994e+01 1.363066366777924188e+01
-5.606060606060605522e+00 5.003764921946739719e+01 2.999604277638754368e+01
-5.303030303030302761e+00 4.433516988062442010e+01 3.078532244874580570e+01
-5.000000000000000000e+00 3.900000000000000000e+01 2.573386652605224612e+01
-4.696969696969697239e+00 3.403213957759412267e+01 1.320089693602897185e+01
-4.393939393939394478e+00 2.943158861340680588e+01 1.330839012547907529e+01
-4.090909090909089940e+00 2.519834710743800699e+01 1.627980498385547747e+01
-3.787878787878787179e+00 2.133241505968777574e+01 1.277981607145939869e+01
-3.484848484848484418e+00 1.783379247015610147e+01 4.292402082608576563e+01
-3.181818181818181657e+00 1.470247933884297531e+01 3.924143042679247628e+01
-2.878787878787878896e+00 1.193847566574839547e+01 2.926713295109125568e+01
-2.575757575757576134e+00 9.541781450872361958e+00 2.095581428278211433e+01
-2.272727272727271597e+00 7.512396694214869441e+00 2.533482199027918114e+01
-1.969696969696968836e+00 5.850321395775937461e+00 1.678602040395401573e+01
-1.666666666666666075e+00 4.555555555555553582e+00 3.307756717601145624e+01
-1.363636363636363313e+00 3.628099173553718249e+00 4.391509828118766734e+01
-1.060606060606060552e+00 3.067952249770431461e+00 4.569781631025721325e+00
-7.575757575757577911e-01 2.875114784205693219e+00 3.513504189761697205e+01
-4.545454545454532536e-01 3.049586776859505743e+00 1.833091642405540966e+01
-1.515151515151504924e-01 3.591368227731866369e+00 1.605913463328337443e+01
1.515151515151522688e-01 4.500459136822775541e+00 2.072614408828157906e+01
4.545454545454550299e-01 5.776859504132233702e+00 5.407506373026210511e+00
7.575757575757577911e-01 7.420569329660239966e+00 1.264293547135056350e+01
1.060606060606062329e+00 9.431588613406807653e+00 2.105223350098548352e+01
1.363636363636363313e+00 1.180991735537189768e+01 4.462090523169676359e+00
1.666666666666667851e+00 1.455555555555556779e+01 3.216983534518411147e+01
1.969696969696968836e+00 1.766850321395774870e+01 3.239209542235677031e+00
